name,tomatometer,audience_score,weighted_score,genres,rating,duration,year,actors,directors
Monster Hunter,44,70,52,"['Fantasy', 'Adventure', 'Action']",PG-13,1h 43m,2020,"['Milla Jovovich', 'Ron Perlman', 'Tony Jaa', 'Diego Boneta', 'T.I.']",['Paul Anderson']
Killers of the Flower Moon,93,84,90,"['Crime', 'Drama']",R,3h 26m,2023,"['Leonardo DiCaprio', 'Robert De Niro', 'Jesse Plemons', 'Lily Gladstone', 'Tantoo Cardinal']",['Martin Scorsese']
Metamorphosis,40,48,42,"['Horror', 'Mystery & Thriller']",,1h 53m,2019,"['Bae Seong-woo', 'Sung Dong-il', 'Jang Young-nam', 'Kim Hyejun', 'Jo Yi-hyun']",['Kim Hong Sun']
Das Vorspiel,82,46,70,['Drama'],,Drama,2020,"['Nina Hoss', 'Ina Weisse']",['Ina Weisse']
Anything for Jackson,97,70,87,['Horror'],,1h 37m,2020,"['Sheila McCarthy', 'Julian Richings', 'Konstantina Mantelos', 'Josh Cruddas', 'Yannick Bisson']",['Justin G Dyck']
The Night Clerk,37,31,35,['Mystery & Thriller'],R,1h 30m,2020,"['Tye Sheridan', 'Ana de Armas', 'John Leguizamo', 'Helen Hunt', 'Johnathon Schaech']",['Michael Cristofer']
Amundsen: The Greatest Expedition,46,20,37,"['Adventure', 'History', 'Drama', 'Biography']",,2h 5m,2019,"['Pål Sverre Hagen', 'Christian Rubeck', 'Katherine Waterston', 'Trond Espen Seim', 'Fridtjov Såheim']",['Espen Sandberg']
The War on Democracy,77,87,80,['Documentary'],,1h 36m,2007,"['John Pilger', 'Hugo Chavez', 'Philip Agee', 'Duane Clarridge', 'Jose Serrano']","['Christopher Martin 3', 'John Pilger']"
Jack,17,49,27,['Fantasy'],PG-13,1h 53m,1996,"['Robin Williams', 'Diane Lane', 'Jennifer Lopez', 'Brian Kerwin', 'Fran Drescher']",['Francis Ford Coppola']
Angel and the Badman,71,67,69,['Western'],,1h 40m,1947,"['John Wayne', 'Gail Russell', 'Harry Carey', 'Irene Rich', 'Bruce Cabot']",['James Edward Grant']
Cronos,90,69,83,['Horror'],R,1h 32m,1993,"['Federico Luppi', 'Ron Perlman', 'Claudio Brook', 'Margarita Isabel', 'Tamara Shanath']",['Guillermo Del Toro']
Miracle in Milan,92,89,91,['Fantasy'],,1h 36m,1951,"['Emma Gramatica', 'Francesco Golisano', 'Paolo Stoppa', 'Guglielmo Barnabò', 'Brunella Bovo']",['Vittorio De Sica']
The Kid Detective,84,77,81,['Comedy'],R,1h 39m,2020,"['Adam Brody', 'Sophie Nélisse', 'Sarah Sutherland', 'Wendy Crewson', 'Jonathan Whittaker']",['Evan Morgan']
The Story of Us,26,58,36,"['Comedy', 'Drama']",R,1h 34m,1999,"['Bruce Willis', 'Michelle Pfeiffer', 'Tim Matheson', 'Rob Reiner', 'Rita Wilson']",['Rob Reiner']
Surviving Confession,60,95,71,"['Comedy', 'Drama']",,1h 30m,2019,"['Sarah Schreiber', 'Ken Gamble', 'Clayton Nemrow', 'Jessica Lynn Parsons', 'Jayne Marin']",['Matthew Tibbenham']
Game of Death,58,30,48,"['Horror', 'Mystery & Thriller']",,1h 13m,2017,"['Sam Earle', 'Victoria Diamond', 'Emelia Hellman', 'Catherine Saindon', 'Erniel Baez Duenas']","['Sebastien Landry', 'Laurence Morais Lagace']"
Time of the Wolf,68,65,67,['Drama'],R,1h 53m,2003,"['Isabelle Huppert', 'Maurice Bénichou', 'Lucas Biscombe', 'Patrice Chéreau', 'Béatrice Dalle']",['Michael Haneke']
Guest of Honour,42,36,40,['Drama'],,1h 45m,2019,"['David Thewlis', 'Laysla De Oliveira', 'Luke Wilson', 'Rossif Sutherland', 'Alexandre Bourgeois']",['Atom Egoyan']
