name,tomatometer,audience_score,weighted_score,genres,rating,duration,year,actors,directors
The Fury of a Patient Man,100,78,92,"['Crime', 'Drama', 'Mystery & Thriller']",,1h 32m,2016,"['Antonio de la Torre', 'Luis Callejo', 'Ruth Díaz', 'Raúl Jiménez', 'Manolo Solo']",['Raul Arevalo']
The Marriage Circle,100,84,94,['Comedy'],,1h 30m,1924,"['Florence Vidor', 'Monte Blue', 'Marie Prevost', 'Creighton Hale', 'Adolphe Menjou']",['Ernst Lubitsch']
I Give It a Year,51,38,46,"['Romance', 'Comedy']",R,1h 37m,2013,"['Rose Byrne', 'Rafe Spall', 'Anna Faris', 'Simon Baker', 'Jason Flemyng']",['1174894 Dan Mazer']
The Fighting 69th,71,58,66,['War'],,1h 30m,1940,"['James Cagney', ""Pat O'Brien"", 'George Brent', 'Jeffrey Lynn', 'Alan Hale']",['William Keighley']
That's Life!,53,54,53,"['Comedy', 'Drama']",PG-13,1h 41m,1986,"['Jack Lemmon', 'Julie Andrews', 'Sally Kellerman', 'Robert Loggia', 'Jennifer Edwards']",['Sam O Brown']
Heartbeats,74,71,73,"['Romance', 'Comedy', 'LGBTQ+']",,1h 37m,2010,"['Niels Schneider', 'Xavier Dolan', 'Monia Chokri', 'Anne Dorval', 'Louis Garrel']",['Xavier Dolan']
Eric Clapton: Life in 12 Bars,69,75,71,"['Documentary', 'Music']",,2h 15m,2017,"['Eric Clapton', 'Duane Allman', 'Ginger Baker', 'Chuck Berry', 'Pattie Boyd']",['Lili Fini Zanuck']
Twisted,2,31,11,['Mystery & Thriller'],R,1h 36m,2004,"['Ashley Judd', 'Samuel L. Jackson', 'Andy Garcia', 'David Strathairn', 'Russell Wong']",['Philip Kaufman']
Shirkers,99,79,92,['Documentary'],,1h 36m,2018,"['Sandi Tan', 'Jessica Levin', 'Maya E. Rudolph', 'Sandi Tan', 'Iris Ng']",['Sandi Tan']
Ferrari: Race to Immortality,90,71,83,['Documentary'],,1h 30m,2017,"['Peter Collins', 'Enzo Ferrari', 'Lin Gallagher', 'Daryl Goodrich', 'Peter Hampden']",['Daryl Goodrich']
Welcome to Mercy,70,49,63,['Mystery & Thriller'],,1h 44m,2018,"['Kristen Ruhlin', 'Sophia Massa', 'Lily Newmark', 'Eva Ariel Binder', 'Eileen Davies']",['Tommy Bertelsen 2']
